"North Carolina Department of Transportation
Traffic Engineering Accident Analysis System
Fiche Report"
"County","County Code","Division","Municipality","Municipality
Code","Begin Date","End Date","Years","Y-Line
Feet"
,"WAYNE","96","4","All and Rural","","10/1/2015","9/30/2025","10.00","150"
"Road Name","Road Code"
"NC 581","30000581"
"BILL","50002677"
"SR 1960","40001960"
"SPRING BANK","50034637"
"SPRING","50028855"
"BANK","50001579"
"NC 111","30000111"
"OLD NC 111","50036308"
"SR 1727","40001727"
"DOLLARD TOWN","50037495"
"11/25/2025","Page 1 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.057","N","SR 1960","SR 1726","NC 111","999.999","","107099585","2022-09-27","23","1","0","1","O"
"0","NC 111","0.076","N","SR 1960","PVA BEST DR","NC 111","999.999","","104666506","2016-03-04","18","1","0","1","O"
"0","NC 111","0.076","S","SR 1960","SR 1726","NC 111","999.999","","105670343","2018-11-06","17","1","0","3","O"
"0","NC 111","0.100","N","SR 1960","SR 1726","NC 111","999.999","","107789585","2024-07-16","21","1","4","1","O"
"11/25/2025","Page 49 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.100","N","SR 1960","SR 1726","NC 111","999.999","","106791728","2021-11-26","23","1","0","1","O"
"0","NC 111","0.100","N","SR 1960","SR 1726","NC 111","999.999","","104754518","2016-06-06","17","2","","5","O"
"0","NC 111","0.200","N","SR 1960","SR 1726","NC 111","999.999","","105813101","2019-03-25","23","2","0","5","O"
"211","NC 111","0.500","S","SR 1960","SR 1726","NC 111","999.999","","106010463","2019-09-25","21","1","0","1","O"
"0","NC 111","0.700","S","SR 1980","SR 1740","NC 111","999.999","","107245632","2023-02-14","21","1","0","1","O"
"0","NC 111","0.300","N","SR 2020","SR 1730","NC 111","999.999","","105365122","2018-01-25","21","1","0","1","O"
"0","NC 111","0.100","S","SR 2130","SR 1744","NC 111","999.999","","107975694","2024-12-30","21","1","0","1","O"
"211","NC 111","0.000","","SR 2245","SR 1962","NC 111","999.999","","108094989","2025-04-27","28","1","8","1","O"
"0","NC 111","0.000","","SR 2245","US 70","NC 111","999.999","","108072836","2025-04-07","23","2","8","1","B"
"0","NC 111","0.000","","SR 2245","SR 1726","NC 111","999.999","","108057799","2025-03-20","24","1","8","1","B"
"0","NC 111","0.000","","SR 2245","US 70","NC 111","999.999","","107714779","2024-05-06","30","2","0","2","B"
"0","NC 111","0.000","","SR 2245","US 70","NC 111","999.999","","107519292","2023-10-03","24","1","8","5","C"
"0","NC 111","0.000","","SR 2245","US 70","NC 111","999.999","","107044261","2022-08-10","24","1","8","1","C"
"0","NC 111","0.002","S","SR 2245","SR 1962","NC 111","999.999","","107152940","2022-11-19","24","1","8","5","A"
"0","NC 111","0.003","S","SR 2245","SR 1961","NC 111","999.999","","107697911","2024-04-21","23","2","8","1","O"
"0","NC 111","0.019","S","SR 2245","SR 1961","NC 111","999.999","","108219208","2025-09-02","21","1","8","1","O"
"0","NC 111","0.038","N","SR 2245","US 70","NC 111","999.999","","108212494","2025-08-24","21","1","0","1","C"
"0","NC 111","1.000","N","US 70BUS","SR 1682","NC 111","999.999","","105994658","2019-09-11","30","1","5","1","C"
"211","PVA NC 111","0.000","","NC 111","","NC 111","999.999","","106631097","2021-05-15","30","1","","1","O"
"211","PVA NC 111","0.005","E","NC 111","","NC 111","999.999","","104974395","2016-12-02","19","1","0","5","O"
"211","PVA NC 111","0.008","E","NC 111","","NC 111","999.999","","104976155","2016-12-09","19","1","0","1","O"
"211","PVA NC 111","0.009","E","NC 111","US 70","NC 111","999.999","","107657867","2024-03-14","31","1","0","1","O"
"211","PVA NC 111","0.009","E","NC 111","","NC 111","999.999","","105328091","2017-12-14","30","1","0","1","O"
"211","PVA NC 111","0.019","E","NC 111","","NC 111","999.999","","105042662","2017-02-20","30","1","0","1","O"
"0","PVA NC 111","0.044","E","NC 111","","NC 111","999.999","","104552961","2015-11-12","20","1","4","5",""
"211","PVA NC 111","0.047","E","NC 111","","NC 111","999.999","","104807504","2016-07-21","31","1","0","1","O"
"211","PVA NC 111","0.000","","STREET UNK-SEE RPT","","NC 111","999.999","","104708613","2016-03-11","28","1","0","1","O"
"0","NC 222","0.000","","NC 581","SR 1353","NC 222","1.493","","104934796","2016-12-02","30","1","7","1","O"
"0","NC 222","0.000","","NC 581","","NC 222","1.493","","105042195","2017-03-17","30","1","7","1","K"
"0","NC 222","0.000","","NC 581","SR 1344","NC 222","1.493","","106525647","2021-03-20","30","1","7","5","O"
"0","NC 222","0.000","","NC 581","SR 1343","NC 222","1.493","","106439775","2020-12-18","19","1","7","5","C"
"0","NC 222","0.000","","NC 581","SR 1344","NC 222","1.493","","106062733","2019-11-13","19","1","7","1","O"
"11/25/2025","Page 50 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 222","0.000","","NC 581","SR 1344","NC 222","1.493","","104799441","2016-07-23","30","1","7","1","A"
"0","NC 222","0.000","","NC 581","SR 1343","NC 222","1.493","","104812633","2016-08-03","30","1","7","1","B"
"0","NC 55","0.005","E","NC 111","SR 1784","NC 55","4.085","","106886912","2022-03-11","21","1","7","1","O"
"0","NC 55","0.000","","NC 111","SR 1745","NC 55","4.090","","108214060","2025-08-21","30","1","7","1","O"
"0","NC 55","0.000","","NC 111","SR 1784","NC 55","4.090","","107829131","2024-08-23","30","1","7","1","O"
"0","NC 55","0.000","","NC 111","SR 1954","NC 55","4.090","","106716235","2021-10-01","30","1","7","5","B"
"0","NC 55","0.000","","NC 111","SR 1784","NC 55","4.090","","107950072","2024-12-05","30","1","7","1","O"
"0","NC 55","0.000","","NC 111","SR 1955","NC 55","4.090","","106521675","2021-03-19","30","1","7","1","O"
"0","NC 55","0.000","","NC 111","SR 1954","NC 55","4.090","","106245349","2020-06-03","30","1","7","5","O"
"0","NC 55","0.000","","NC 111","SR 1745","NC 55","4.090","","106255448","2020-06-12","30","1","7","1","O"
"0","NC 55","0.000","","NC 111","SR 1951","NC 55","4.090","","106105777","2019-12-16","30","1","7","1","O"
"0","NC 55","0.000","","NC 111","SR 1954","NC 55","4.090","","105920301","2019-07-08","30","1","7","1","O"
"0","NC 55","0.000","","NC 111","SR 1745","NC 55","4.090","","105722075","2018-12-24","30","1","7","5","O"
"0","NC 55","0.000","","NC 111","SR 1784","NC 55","4.090","","104868717","2016-09-20","30","2","7","5","C"
"0","NC 55","0.000","","NC 111","SR 1951","NC 55","4.090","","104838764","2016-09-03","30","1","7","5","O"
"0","NC 55","0.000","","NC 111","SR 1744","NC 55","4.090","","104619983","2016-01-08","30","1","7","5","C"
"0","NC 55","0.000","","NC 111","SR 1951","NC 55","4.090","","105334334","2017-12-23","30","1","7","5","O"
"0","NC 55","0.000","","NC 111","SR 1784","NC 55","4.090","","104753550","2016-05-31","30","1","7","1","B"
"0","NC 55","0.000","","NC 111","SR 1954","NC 55","4.090","","107733692","2024-05-25","30","1","7","1","O"
"0","NC 55","0.000","S","NC 111","SR 1954","NC 55","4.090","","107384201","2023-07-01","30","1","7","1","C"
"0","NC 55","0.027","W","NC 111","SR 1954","NC 55","4.117","","104725600","2016-05-01","5","1","7","5","O"
"0","NC 581","0.000","","NC 111","SR 1913","NC 581","0.000","","108012139","2025-01-31","13","1","0","1","O"
"0","NC 581","0.000","","NC 111","SR 1911","NC 581","0.000","","107095132","2022-09-28","21","1","0","1","O"
"0","NC 581","0.000","","NC 111","SR 1710","NC 581","0.000","","106909689","2022-04-01","26","1","8","1","B"
"0","NC 581","0.000","","NC 111","SR 1710","NC 581","0.000","","106678243","2021-08-02","26","1","8","1","O"
"0","NC 581","0.000","","NC 111","SR 1960","NC 581","0.000","","106712189","2021-09-27","24","1","7","1","O"
"0","NC 581","0.000","","NC 111","SR 1915","NC 581","0.000","","106091084","2019-12-10","26","1","8","1","O"
"0","NC 581","0.000","","NC 111","NC 111","NC 581","0.000","","105576877","2018-08-10","21","1","8","1","O"
"0","NC 581","0.006","S","NC 111","SR 1915","NC 581","0.000","","104757382","2016-05-30","28","1","8","1","C"
"0","NC 581","0.100","E","NC 111","SR 1915","NC 581","0.000","","106833454","2022-01-03","29","1","8","1","O"
"0","NC 581","0.600","S","NC 111","SR 1915","NC 581","0.000","","105598364","2018-09-03","19","1","4","1","O"
"0","NC 581","1.000","E","NC 111","SR 1915","NC 581","0.000","","106576122","2021-05-14","21","1","0","1","O"
"11/25/2025","Page 51 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","1.500","N","SR 1960","SR 1917","NC 581","0.000","","105980770","2019-09-03","24","1","0","1","O"
"0","NC 581","0.002","W","NC 111","SR 1960","NC 581","0.002","","107747457","2024-06-09","21","1","12","1","C"
"0","NC 581","0.004","W","NC 111","SR 1961","NC 581","0.004","","107824198","2024-08-06","26","2","8","1","O"
"0","NC 581","0.005","W","NC 111","SR 1960","NC 581","0.005","","104575092","2015-11-28","21","1","8","1","O"
"0","NC 581","0.009","W","NC 111","SR 1961","NC 581","0.009","","107699335","2024-03-26","21","1","12","1","O"
"0","NC 581","0.009","W","NC 111","SR 1960","NC 581","0.009","","105332012","2017-12-07","21","2","0","1","O"
"0","NC 581","0.014","W","NC 111","SR 1960","NC 581","0.014","","106388800","2020-11-01","19","1","8","1","O"
"0","NC 581","0.018","W","NC 111","SR 1960","NC 581","0.018","","107221741","2023-01-23","19","2","0","5","O"
"0","NC 581","0.500","N","SR 1960","SR 1915","NC 581","0.020","","107261054","2023-03-01","17","1","0","5","O"
"0","NC 581","0.025","W","NC 111","SR 1961","NC 581","0.025","","107413009","2023-08-01","21","1","0","1","C"
"0","NC 581","0.034","W","NC 111","SR 1961","NC 581","0.034","","106073102","2019-11-21","13","1","8","5","O"
"0","NC 581","0.038","W","NC 111","SR 1960","NC 581","0.038","","108004309","2025-01-27","17","2","0","3","O"
"0","NC 581","2.000","E","SR 1915","NC 111","NC 581","0.094","","105808900","2019-03-13","21","1","0","1","B"
"0","NC 581","0.100","W","NC 111","SR 1915","NC 581","0.100","","106622120","2021-06-27","22","1","5","1","B"
"0","NC 581","0.100","W","NC 111","SR 1960","NC 581","0.100","","106344629","2020-09-22","21","1","0","1","O"
"0","NC 581","0.100","W","NC 111","SR 1915","NC 581","0.100","","105113604","2017-05-25","22","1","7","1","A"
"0","NC 581","0.100","E","SR 1710","NC 111","NC 581","0.160","","107342809","2023-05-19","19","1","0","5","O"
"0","NC 581","0.200","W","NC 111","SR 1960","NC 581","0.200","","105827056","2019-04-06","21","1","0","5","O"
"0","NC 581","0.000","","SR 1710","NC 111","NC 581","0.260","","107848786","2024-09-10","30","1","7","1","O"
"0","NC 581","0.000","","SR 1710","NC 111","NC 581","0.260","","106781528","2021-11-18","24","1","7","1","O"
"0","NC 581","0.000","","SR 1710","NC 111","NC 581","0.260","","106168680","2020-02-25","30","2","7","1","C"
"0","NC 581","0.000","","SR 1710","SR 1960","NC 581","0.260","","106279894","2020-07-12","30","1","7","1","B"
"0","NC 581","0.000","","SR 1710","NC 111","NC 581","0.260","","105964885","2019-08-20","21","1","7","5","O"
"0","NC 581","0.000","","SR 1710","NC 111","NC 581","0.260","","105451971","2018-04-18","24","1","7","1","O"
"0","NC 581","0.300","W","NC 111","SR 1960","NC 581","0.300","","107199874","2023-01-01","21","1","7","5","B"
"0","NC 581","0.400","W","NC 111","SR 1915","NC 581","0.400","","105660873","2018-11-02","19","2","0","5","O"
"0","NC 581","0.100","E","SR 1960","NC 111","NC 581","0.420","","106428465","2020-12-06","18","1","0","1","O"
"0","NC 581","0.005","E","SR 1960","NC 111","NC 581","0.515","","105598492","2018-09-05","21","1","0","1","C"
"0","NC 581","0.000","","SR 1960","SR 1710","NC 581","0.520","","108182267","2025-07-25","21","1","7","1","O"
"0","NC 581","0.000","","SR 1960","SR 1961","NC 581","0.520","","108069040","2025-04-02","24","1","7","1","O"
"0","NC 581","0.000","","SR 1960","SR 1911","NC 581","0.520","","108156747","2025-06-27","30","1","0","1","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","107595871","2024-01-15","30","1","7","1","O"
"11/25/2025","Page 52 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.000","","SR 1960","SR 1915","NC 581","0.520","","107139043","2022-11-08","30","1","7","5","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","107206288","2023-01-04","21","1","7","5","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","106501836","2021-02-24","23","1","7","1","B"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","106127274","2020-01-05","19","1","7","1","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","106128912","2020-01-05","30","1","7","1","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","106229531","2020-05-14","30","1","7","1","C"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","105947840","2019-07-30","23","1","7","1","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","104713233","2016-04-21","21","1","7","5","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","105414668","2018-03-14","21","1","7","1","C"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","105269484","2017-10-29","21","2","7","1","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","105353532","2018-01-15","23","1","7","1","O"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","104677590","2016-03-16","27","1","7","1","K"
"0","NC 581","0.000","","SR 1960","SR 1915","NC 581","0.520","","107983844","2024-12-24","30","2","7","5","B"
"0","NC 581","0.000","","SR 1960","NC 111","NC 581","0.520","","107502971","2023-10-16","22","1","7","5","C"
"0","NC 581","0.001","W","SR 1960","SR 1915","NC 581","0.521","","107896589","2024-10-22","26","1","7","1","O"
"0","NC 581","0.100","W","SR 1960","SR 1915","NC 581","0.620","","106299155","2020-08-03","27","3","0","1","A"
"0","NC 581","0.200","S","SR 1960","SR 1915","NC 581","0.720","","105031565","2017-02-26","21","1","0","1","B"
"0","NC 581","0.200","W","SR 1960","SR 1915","NC 581","0.720","","108243202","2025-09-24","17","1","0","5","O"
"0","NC 581","0.200","W","SR 1960","SR 1915","NC 581","0.720","","107699853","2024-04-19","21","1","5","1","O"
"0","NC 581","0.200","W","SR 1960","SR 1915","NC 581","0.720","","106716394","2021-10-04","5","1","0","5","C"
"0","NC 581","0.200","W","SR 1960","SR 1915","NC 581","0.720","","104621342","2016-01-23","19","4","1","1","O"
"0","NC 581","0.300","W","SR 1960","SR 1915","NC 581","0.820","","104621356","2016-01-23","19","4","1","1","O"
"0","NC 581","1.200","E","SR 1915","SR 1960","NC 581","0.894","","107608355","2024-01-27","21","1","4","1","O"
"0","NC 581","0.400","SW","SR 1960","SR 1915","NC 581","0.920","","105414451","2018-03-13","19","4","1","5","O"
"0","NC 581","0.400","W","SR 1960","SR 1915","NC 581","0.920","","106923664","2022-04-17","21","1","4","1","C"
"0","NC 581","0.400","W","SR 1960","SR 1915","NC 581","0.920","","106848510","2022-01-16","19","4","1","1","O"
"0","NC 581","0.400","W","SR 1960","SR 1915","NC 581","0.920","","106388773","2020-11-01","17","1","0","3","O"
"0","NC 581","0.450","W","SR 1960","SR 1915","NC 581","0.970","","107956409","2024-12-03","21","1","0","1","C"
"0","NC 581","0.450","W","SR 1960","SR 1915","NC 581","0.970","","105083532","2017-04-09","29","1","0","5","O"
"0","NC 581","1.000","W","NC 111","SR 1915","NC 581","1.000","","107883080","2024-10-12","21","1","4","1","C"
"0","NC 581","1.000","W","NC 111","SR 1915","NC 581","1.000","","105192104","2017-08-15","18","1","0","1","O"
"0","NC 581","1.000","W","NC 111","SR 1915","NC 581","1.000","","105109303","2017-05-17","19","1","0","8",""
"11/25/2025","Page 53 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.500","W","SR 1960","SR 1915","NC 581","1.020","","107207870","2022-12-30","19","1","4","1","O"
"0","NC 581","0.500","W","SR 1960","SR 1915","NC 581","1.020","","106299951","2020-08-07","21","1","0","1","C"
"0","NC 581","0.500","W","SR 1960","SR 1915","NC 581","1.020","","105686386","2018-11-15","17","1","0","1","O"
"0","NC 581","0.500","W","SR 1960","SR 1915","NC 581","1.020","","105682510","2018-11-16","17","1","0","5","O"
"0","NC 581","1.000","E","SR 1915","NC 111","NC 581","1.094","","106349472","2020-09-27","19","1","0","1","O"
"0","NC 581","0.600","W","SR 1960","SR 1915","NC 581","1.120","","107827038","2024-07-02","5","1","0","1","B"
"0","NC 581","0.600","W","SR 1960","SR 1915","NC 581","1.120","","106407278","2020-11-14","17","1","0","5","C"
"0","NC 581","0.670","W","SR 1960","SR 1915","NC 581","1.190","","107728950","2024-05-23","23","1","0","1","O"
"0","NC 581","0.900","E","SR 1915","NC 111","NC 581","1.194","","106589473","2021-05-29","5","1","4","1","B"
"0","NC 581","0.880","E","SR 1915","SR 1960","NC 581","1.214","","107711634","2024-05-05","1","1","0","1","B"
"0","NC 581","0.700","W","SR 1960","SR 1915","NC 581","1.220","","107439239","2023-08-17","18","1","0","1","O"
"0","NC 581","0.800","E","SR 1915","SR 1917","NC 581","1.294","","108108635","2025-05-10","28","1","0","1","O"
"0","NC 581","0.800","W","SR 1960","SR 1915","NC 581","1.320","","108258640","2025-09-30","23","1","0","1","B"
"0","NC 581","0.900","W","SR 1960","SR 1915","NC 581","1.420","","108047740","2025-03-14","17","1","0","1","O"
"0","NC 581","0.900","W","SR 1960","SR 1915","NC 581","1.420","","107148725","2022-11-14","17","1","0","5","O"
"0","NC 581","0.900","W","SR 1960","SR 1915","NC 581","1.420","","105838023","2019-04-13","23","2","0","1","B"
"0","NC 581","0.600","E","SR 1915","NC 111","NC 581","1.494","","106035671","2019-10-23","17","1","0","5","O"
"0","NC 581","0.600","S","SR 1915","SR 1001","NC 581","1.494","","104977916","2017-01-11","17","2","0","1","O"
"0","NC 581","1.500","W","NC 111","","NC 581","1.500","","106833999","2022-01-15","21","1","0","5","O"
"0","NC 581","1.000","W","SR 1960","SR 1915","NC 581","1.520","","104862269","2016-09-18","19","1","0","1","C"
"0","NC 581","0.500","E","SR 1915","NC 111","NC 581","1.594","","104515268","2015-10-08","5","1","5","5","O"
"0","NC 581","0.300","E","SR 1915","SR 1960","NC 581","1.794","","106839404","2022-01-21","19","4","1","5","B"
"0","NC 581","0.250","E","SR 1915","SR 1960","NC 581","1.844","","104737437","2016-05-14","21","1","0","1","O"
"0","NC 581","0.200","E","SR 1915","NC 111","NC 581","1.894","","105242688","2017-09-26","19","1","0","1","O"
"0","NC 581","1.400","W","SR 1960","SR 1915","NC 581","1.920","","105290747","2017-11-15","17","1","","5","O"
"0","NC 581","0.100","E","SR 1915","NC 111","NC 581","1.994","","108209782","2025-08-16","23","1","8","5","O"
"0","NC 581","0.100","E","SR 1915","SR 1960","NC 581","1.994","","107536348","2023-11-20","17","1","0","1","O"
"0","NC 581","0.100","E","SR 1915","SR 1960","NC 581","1.994","","105644380","2018-10-21","21","1","0","1","O"
"0","NC 581","0.100","S","SR 1915","NC 111","NC 581","1.994","","105315970","2017-12-07","19","2","0","5","B"
"0","NC 581","0.100","SE","SR 1915","SR 1960","NC 581","1.994","","106324428","2020-08-31","21","1","4","5","C"
"0","NC 581","0.060","E","SR 1915","NC 111","NC 581","2.034","","107461690","2023-09-08","21","1","4","1","C"
"0","NC 581","0.045","S","SR 1915","NC 111","NC 581","2.049","","107532068","2023-11-17","23","1","0","5","B"
"11/25/2025","Page 54 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.044","E","SR 1915","NC 111","NC 581","2.050","","106863397","2022-02-15","23","1","4","1","B"
"0","NC 581","0.044","E","SR 1915","SR 1960","NC 581","2.050","","107689055","2024-04-12","23","1","4","1","C"
"0","NC 581","0.043","S","SR 1915","SR 1960","NC 581","2.051","","107307452","2023-04-19","23","1","0","1","O"
"0","NC 581","0.028","E","SR 1915","SR 1960","NC 581","2.066","","107286742","2023-03-20","21","1","0","1","O"
"0","NC 581","0.026","E","SR 1915","NC 111","NC 581","2.068","","105836007","2019-04-16","24","1","4","1","C"
"0","NC 581","0.023","E","SR 1915","SR 1960","NC 581","2.071","","107996381","2025-01-20","21","1","0","1","O"
"0","NC 581","0.019","E","SR 1915","SR 1960","NC 581","2.075","","105801353","2019-03-06","21","1","0","1","O"
"0","NC 581","0.019","S","SR 1915","SR 1960","NC 581","2.075","","107288397","2023-03-29","23","1","8","1","O"
"0","NC 581","0.019","S","SR 1915","SR 1960","NC 581","2.075","","105406689","2018-03-07","23","1","0","1","C"
"0","NC 581","0.015","E","SR 1915","SR 1960","NC 581","2.079","","107197680","2022-12-29","21","1","8","1","C"
"0","NC 581","0.009","E","SR 1915","NC 111","NC 581","2.085","","105563884","2018-08-06","21","1","12","1","C"
"0","NC 581","0.005","E","SR 1915","SR 1960","NC 581","2.089","","105274597","2017-10-29","26","1","0","5","O"
"0","NC 581","0.002","E","SR 1915","SR 1960","NC 581","2.092","","105142666","2017-06-25","19","1","12","5","O"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","108209931","2025-08-19","23","1","8","1","C"
"0","NC 581","0.000","","SR 1915","SR 1960","NC 581","2.094","","108083433","2025-04-17","24","1","8","1","B"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107987935","2025-01-06","26","2","8","1","O"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107921859","2024-11-11","23","1","9","1","B"
"0","NC 581","0.000","","SR 1915","SR 1932","NC 581","2.094","","107946716","2024-12-04","23","1","8","5","O"
"0","NC 581","0.000","","SR 1915","SR 1960","NC 581","2.094","","107942767","2024-11-25","23","1","8","5","O"
"0","NC 581","0.000","","SR 1915","NC 111","NC 581","2.094","","107838480","2024-08-30","21","1","8","1","O"
"0","NC 581","0.000","","SR 1915","SR 1932","NC 581","2.094","","107759415","2024-06-18","23","1","8","1","C"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107751697","2024-06-13","24","1","8","5","C"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107663719","2024-03-20","23","1","8","1","C"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107656435","2024-03-16","23","1","8","1","O"
"0","NC 581","0.000","","SR 1915","DEAD END","NC 581","2.094","","107356600","2023-05-30","24","1","0","1","O"
"0","NC 581","0.000","","SR 1915","SR 1918","NC 581","2.094","","107261028","2023-02-24","23","1","8","5","C"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107295025","2023-04-05","24","1","8","1","B"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107296205","2023-04-07","21","2","8","1","O"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107822644","2024-07-16","21","1","8","1","K"
"0","NC 581","0.000","","SR 1915","","NC 581","2.094","","107142674","2022-11-12","23","1","8","1","B"
"0","NC 581","0.000","","SR 1915","NC 111","NC 581","2.094","","107172772","2022-11-27","23","1","8","1","C"
"0","NC 581","0.000","","SR 1915","","NC 581","2.094","","107112359","2022-10-12","19","1","0","1","O"
"11/25/2025","Page 55 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","105738322","2019-01-09","21","1","8","5","C"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","105218119","2017-09-07","5","1","8","1","C"
"0","NC 581","0.000","","SR 1915","SR 1960","NC 581","2.094","","106642589","2021-07-20","24","1","8","1","B"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","105894109","2019-06-10","23","1","8","1","C"
"0","NC 581","0.000","","SR 1915","NC 111","NC 581","2.094","","104980988","2016-12-19","5","2","9","1","O"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","104679691","2016-03-14","24","1","8","5","O"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107394266","2023-06-30","23","1","8","5","B"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","105853086","2019-05-01","21","1","8","1","C"
"0","NC 581","0.000","","SR 1915","NC 111","NC 581","2.094","","108137848","2025-06-03","24","1","8","1","B"
"0","NC 581","0.000","","SR 1915","US 117","NC 581","2.094","","108072819","2025-04-07","23","2","8","1","B"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","108125596","2025-05-27","23","2","8","1","C"
"0","NC 581","0.000","","SR 1915","SR 1960","NC 581","2.094","","108172815","2025-06-24","23","1","8","5","B"
"0","NC 581","0.000","","SR 1915","SR 1932","NC 581","2.094","","106231189","2020-05-19","21","2","8","1","O"
"0","NC 581","0.000","","SR 1915","NC 111","NC 581","2.094","","108222337","2025-08-25","23","1","8","1","O"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107697933","2024-04-18","31","1","8","1","O"
"0","NC 581","0.000","","SR 1915","SR 1917","NC 581","2.094","","107696513","2024-04-14","23","1","8","1","A"
"0","NC 581","0.000","","SR 1915","NC 111","NC 581","2.094","","104767761","2016-06-14","30","1","8","1","B"
"0","NC 581","0.000","S","SR 1915","SR 1932","NC 581","2.094","","107930410","2024-11-12","23","1","8","1","B"
"0","NC 581","0.006","N","SR 1915","SR 1917","NC 581","2.100","","104737689","2016-05-01","30","2","8","1","B"
"0","NC 581","0.019","W","SR 1915","SR 1710","NC 581","2.113","","107554722","2023-11-09","21","1","12","5","O"
"0","NC 581","0.100","N","SR 1915","NC 111","NC 581","2.194","","104603488","2016-01-02","19","1","0","1",""
"0","NC 581","0.200","W","SR 1915","SR 1917","NC 581","2.294","","106114530","2020-01-02","19","1","5","1","C"
"0","NC 581","0.200","W","SR 1915","SR 1917","NC 581","2.294","","106891771","2022-03-16","18","1","0","5","A"
"0","NC 581","0.400","N","SR 1915","SR 1911","NC 581","2.494","","105679345","2018-11-17","21","1","0","2","O"
"0","NC 581","0.400","W","SR 1915","SR 1917","NC 581","2.494","","104753152","2016-06-03","19","1","0","1","O"
"0","NC 581","0.600","W","SR 1915","SR 1917","NC 581","2.694","","106185886","2020-03-13","17","1","0","5","O"
"0","NC 581","0.700","E","SR 1917","SR 1915","NC 581","2.714","","104934635","2016-12-02","17","1","0","5","O"
"0","NC 581","0.600","SE","SR 1917","SR 1932","NC 581","2.814","","107935765","2024-11-07","29","2","0","3","O"
"0","NC 581","0.500","E","SR 1917","NC 111","NC 581","2.914","","106839578","2022-01-22","19","4","0","1","O"
"0","NC 581","0.500","E","SR 1917","NC 111","NC 581","2.914","","105041952","2017-03-11","19","1","0","1","C"
"0","NC 581","0.500","E","SR 1917","SR 1915","NC 581","2.914","","104891494","2016-10-23","19","1","0","1",""
"0","NC 581","0.900","NW","SR 1915","SR 1917","NC 581","2.994","","107809035","2024-08-05","19","1","0","1","A"
"11/25/2025","Page 56 of 92"
