"North Carolina Department of Transportation
Traffic Engineering Accident Analysis System
Fiche Report"
"County","County Code","Division","Municipality","Municipality
Code","Begin Date","End Date","Years","Y-Line
Feet"
,"WAYNE","96","4","All and Rural","","10/1/2015","9/30/2025","10.00","150"
"Road Name","Road Code"
"NC 581","30000581"
"BILL","50002677"
"SR 1960","40001960"
"SPRING BANK","50034637"
"SPRING","50028855"
"BANK","50001579"
"NC 111","30000111"
"OLD NC 111","50036308"
"SR 1727","40001727"
"DOLLARD TOWN","50037495"
"11/25/2025","Page 1 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.000","","US 70BUS","SR 1326","NC 581","999.999","","104903629","2016-10-29","21","1","6","5","C"
"0","NC 581","0.010","S","US 70BUS","US 70","NC 581","999.999","","107978492","2024-12-31","28","1","8","1","O"
"0","NC 581","0.038","SW","US 70BUS","US 70","NC 581","999.999","","105095017","2017-05-08","21","1","2","1","O"
"0","NC 581","0.044","N","US 70BUS","US 70","NC 581","999.999","","107595961","2024-01-11","19","1","0","1","O"
"0","NC 581","0.100","N","US 70BUS","US 70","NC 581","999.999","","107181149","2022-12-11","21","1","8","1","C"
"0","NC 581","0.100","N","US 70BUS","SR 1329","NC 581","999.999","","105206943","2017-08-22","30","1","1","1","B"
"0","NC 581","0.100","S","US 70BUS","US 70","NC 581","999.999","","107176169","2022-12-05","26","1","8","1","O"
"0","NC 581","0.500","N","US 70BUS","SR 1329","NC 581","999.999","","107923473","2024-11-15","17","1","0","1","O"
"0","NC 581","1.100","N","US 70BUS","SR 1326","NC 581","999.999","","104912058","2016-11-12","19","1","0","1","C"
"0","SR 1002","0.001","W","NC 581","EDGEBROOK","SR 1002","3.608","","107752388","2024-06-15","30","1","7","1","O"
"0","SR 1002","0.000","","NC 581","SR 1324","SR 1002","3.609","","108217284","2025-08-25","30","1","7","1","O"
"0","SR 1002","0.000","","NC 581","SR 1336","SR 1002","3.609","","105431915","2018-03-26","30","1","7","1","O"
"0","SR 1002","0.000","","NC 581","SR 1333","SR 1002","3.609","","104794353","2016-07-13","30","1","7","1","C"
"0","SR 1002","0.001","E","NC 581","SR 1333","SR 1002","3.610","","106458846","2021-01-07","26","1","7","5","C"
"0","SR 1002","0.004","E","NC 581","SR 1325","SR 1002","3.613","","104581347","2015-12-08","21","1","12","1","C"
"0","SR 1002","0.007","E","NC 581","SR 1426","SR 1002","3.616","","106146460","2020-01-31","26","2","7","5","O"
"0","SR 1007","0.000","","NC 581","SR 1236","SR 1007","0.000","","106661105","2021-08-12","24","1","8","1","O"
"0","SR 1007","0.000","","NC 581","SR 1236","SR 1007","0.000","","105299639","2017-11-23","24","1","8","1","C"
"0","SR 1007","0.000","","NC 581","","SR 1007","0.000","","105229893","2017-09-22","23","1","8","1","B"
"0","SR 1007","0.000","S","NC 581","","SR 1007","0.000","","107115058","2022-10-18","21","1","8","5","C"
"0","SR 1236","0.019","W","NC 581","SR 2137","SR 1236","3.822","Y","106640691","2021-07-17","28","1","12","1","O"
"0","SR 1236","0.018","W","NC 581","SR 1238","SR 1236","3.823","Y","105055679","2017-03-31","23","2","4","1","C"
"0","SR 1236","0.017","W","NC 581","SR 2137","SR 1236","3.824","Y","107689933","2024-04-14","26","1","4","1","O"
"0","SR 1236","0.005","W","NC 581","SR 1238","SR 1236","3.836","Y","105761546","2019-01-30","21","1","12","5","O"
"0","SR 1236","0.000","","NC 581","SR 2116","SR 1236","3.841","Y","107168471","2022-12-02","21","1","7","1","O"
"0","SR 1236","0.000","","NC 581","SR 1238","SR 1236","3.841","Y","104539047","2015-10-30","23","1","7","1","O"
"0","SR 1236","0.000","","NC 581","SR 1238","SR 1236","3.841","Y","107474251","2023-09-25","23","1","0","1","O"
"0","SR 1236","0.002","E","NC 581","SR 2129","SR 1236","3.843","Y","106105600","2019-12-15","22","1","7","5","C"
"0","SR 1236","0.000","","NC 581","SR 1242","SR 1236","5.573","Y","106930066","2022-04-20","23","1","7","1","C"
"0","SR 1236","0.000","","NC 581","SR 1242","SR 1236","5.573","Y","105439816","2018-04-05","21","1","7","1","O"
"0","SR 1236","0.000","","NC 581","SR 1237","SR 1236","999.999","","107835355","2024-08-31","24","1","7","5","B"
"11/25/2025","Page 76 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","SR 1236","0.000","","NC 581","PAR","SR 1236","999.999","","107435096","2023-08-22","23","1","7","1","O"
"0","SR 1236","0.000","","NC 581","SR 1237","SR 1236","999.999","","104524856","2015-10-20","23","1","7","1","O"
"0","SR 1236","0.000","","NC 581","SR 1237","SR 1236","999.999","","106759914","2021-11-01","23","1","7","1","C"
"0","SR 1236","0.000","","NC 581","SR 1237","SR 1236","999.999","","105752066","2019-01-15","23","1","7","1","O"
"0","SR 1236","0.000","W","NC 581","PAR","SR 1236","999.999","","108030016","2025-02-21","23","1","7","4","O"
"0","SR 1236","0.000","W","NC 581","PAR","SR 1236","999.999","","107428605","2023-08-17","23","1","7","1","O"
"0","SR 1236","0.001","E","NC 581","SR 1236","SR 1236","999.999","","106174388","2020-02-27","23","1","7","5","O"
"0","SR 1236","0.009","W","NC 581","PARADISE","SR 1236","999.999","","106952049","2022-05-11","23","1","0","1","O"
"0","SR 1237","0.000","","NC 581","","SR 1237","0.000","","106452768","2020-12-31","19","2","8","5","C"
"0","SR 1274","0.004","NW","NC 581","SR 1275","SR 1274","0.000","","104636591","2016-02-02","24","1","12","1","O"
"0","SR 1316","0.002","W","NC 111","SR 1300","SR 1316","999.999","","108148591","2025-06-20","19","1","8","5","O"
"0","SR 1317","0.005","E","NC 581","SR 1318","SR 1317","3.198","","106574850","2021-05-14","21","1","9","1","O"
"0","SR 1317","0.003","E","NC 581","SR 1318","SR 1317","3.200","","106723968","2021-10-10","21","1","8","1","O"
"0","SR 1317","0.003","E","NC 581","SR 1318","SR 1317","3.200","","105281320","2017-11-03","22","1","8","1","C"
"0","SR 1317","0.002","SE","NC 581","SR 1318","SR 1317","3.201","","105243083","2017-09-29","21","1","8","2","O"
"0","SR 1317","0.000","","NC 581","DEAD END","SR 1317","3.203","","107296298","2023-04-04","21","1","8","1","O"
"0","SR 1317","0.000","","NC 581","DEAD END","SR 1317","3.203","","105121358","2017-05-26","24","1","0","1","C"
"0","SR 1324","0.000","","NC 581","DEAD END","SR 1324","0.000","","107900887","2024-10-23","13","1","9","1","O"
"0","SR 1324","0.000","","NC 581","SR 1317","SR 1324","0.000","","104666427","2016-03-02","19","1","8","1","C"
"0","SR 1326","0.000","","NC 581","DEAD END","SR 1326","0.000","","108004274","2025-01-25","21","1","8","1","O"
"0","SR 1326","0.000","","NC 581","SR 1329","SR 1326","0.000","","106544611","2021-04-13","31","1","8","1","O"
"0","SR 1326","0.000","","NC 581","SR 1317","SR 1326","0.000","","106341174","2020-09-18","21","1","8","1","O"
"0","SR 1326","0.000","","NC 581","*LCL RIVER RUN PLACE ","SR 1326","0.000","","105623748","2018-10-01","21","1","8","1","O"
"0","SR 1326","0.000","","NC 581","*LCL RIVER RUN COURT ","SR 1326","0.000","","105332245","2017-12-23","22","1","8","1","O"
"0","SR 1326","0.003","E","NC 581","US 70","SR 1326","0.003","","105938022","2019-07-26","21","1","8","1","O"
"0","SR 1326","0.004","E","NC 581","US 70","SR 1326","0.004","","106917118","2022-04-07","21","1","8","1","O"
"0","SR 1326","0.004","E","NC 581","DEAD END","SR 1326","0.004","","107560732","2023-12-11","19","2","8","5","B"
"0","SR 1326","0.027","E","NC 581","*LCL RIVER RUN PLACE ","SR 1326","0.027","","106983372","2022-06-08","24","1","5","5","O"
"0","SR 1329","0.000","","NC 581","US 70BUS","SR 1329","1.895","","105707447","2018-12-12","19","1","8","5","O"
"0","SR 1336","0.000","","NC 581","SR 1337","SR 1336","6.937","","106057420","2019-11-05","19","1","7","5","K"
"0","SR 1336","0.000","","NC 581","SR 1337","SR 1336","6.937","","106014135","2019-09-28","30","1","7","1","O"
"0","SR 1336","0.001","W","NC 581","SR 1334","SR 1336","6.938","","104560923","2015-11-21","21","1","7","1","O"
"11/25/2025","Page 77 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","SR 1336","0.005","W","NC 581","SR 1334","SR 1336","6.942","","105865321","2019-05-16","19","1","7","1","O"
"0","SR 1339","0.003","W","NC 581","SR 1333","SR 1339","1.560","","104869836","2016-10-03","24","1","8","1","C"
"0","SR 1342","0.000","","NC 581","NC 222","SR 1342","1.975","","105954528","2019-08-09","30","1","7","1","O"
"0","SR 1348","0.000","","NC 581","SR 1367","SR 1348","0.000","","106239854","2020-05-30","24","1","7","1","C"
"0","SR 1534","0.000","","NC 111","NC 222","SR 1534","4.387","","104863639","2016-09-29","23","2","7","1","O"
"0","SR 1534","0.001","W","NC 111","*LCL RACEGATE RUN ","SR 1534","4.388","","108108649","2025-05-12","30","1","7","1","O"
"0","SR 1534","0.004","W","NC 111","SR 1535","SR 1534","4.391","","105373491","2018-02-05","21","1","12","1","C"
"0","SR 1534","0.010","W","NC 111","SR 1535","SR 1534","4.397","","106077972","2019-11-17","19","1","0","5","O"
"0","SR 1543","0.002","N","NC 111","JOY","SR 1543","4.022","","104767690","2016-06-14","21","1","9","1","O"
"0","SR 1543","0.002","W","NC 111","SR 1544","SR 1543","4.022","","106600884","2021-06-12","21","1","9","1","C"
"0","SR 1543","0.007","N","NC 111","SR 1544","SR 1543","4.022","","106704774","2021-09-22","21","1","9","1","O"
"0","SR 1543","0.009","N","NC 111","JOY","SR 1543","4.022","","107265274","2023-03-06","21","1","9","1","O"
"0","SR 1545","0.005","NW","NC 111","SR 1607","SR 1545","3.846","","106854058","2022-02-04","27","2","9","5","O"
"0","SR 1545","0.000","","NC 111","SR 1547","SR 1545","3.851","","106418515","2020-11-27","19","1","8","5","O"
"0","SR 1545","0.000","","NC 111","SR 1547","SR 1545","3.851","","106214483","2020-04-30","19","2","8","1","B"
"0","SR 1545","0.000","","NC 111","VANCE","SR 1545","3.851","","105520419","2018-06-20","19","1","8","5","O"
"0","SR 1545","0.005","E","NC 111","SR 1547","SR 1545","3.851","","104983975","2017-01-22","19","2","9","5","C"
"0","SR 1546","0.000","","NC 111","SR 1547","SR 1546","1.140","","106771409","2021-11-12","30","1","7","5","O"
"0","SR 1546","0.000","","NC 111","SR 1574","SR 1546","1.140","","106432771","2020-12-05","30","1","7","2","O"
"0","SR 1546","0.000","","NC 111","SR 1545","SR 1546","1.140","","105502025","2018-05-29","30","2","7","1","C"
"0","SR 1546","0.002","E","NC 111","SR 1547","SR 1546","1.142","","105492897","2018-05-28","24","2","7","1","C"
"0","SR 1547","0.005","E","NC 111","US 13","SR 1547","1.587","","107239449","2023-02-05","19","1","12","1","O"
"0","SR 1571","0.012","W","NC 111","DEAD END","SR 1571","0.983","","106078993","2019-11-30","19","1","0","8",""
"0","SR 1571","0.002","E","NC 111","SR 1556","SR 1571","0.997","","107390644","2023-07-03","21","1","7","1","O"
"0","SR 1574","0.009","W","NC 111","SR 1671","SR 1574","0.000","","105976858","2019-08-26","21","1","9","1","O"
"0","SR 1574","0.004","E","NC 111","SR 1671","SR 1574","0.004","","108216134","2025-08-27","21","1","8","1","O"
"0","SR 1671","0.000","","NC 111","SR 1574","SR 1671","0.000","","104613478","2015-12-30","27","2","9","5","C"
"0","SR 1710","0.000","","SR 1960","NC 581","SR 1710","1.820","","107305796","2023-04-12","30","1","7","5","K"
"0","SR 1710","0.000","","SR 1960","NC 581","SR 1710","1.820","","104666407","2016-02-29","24","1","7","1","B"
"0","SR 1710","0.004","E","SR 1960","NC 581","SR 1710","1.824","","107295334","2023-04-01","19","1","7","1","O"
"0","SR 1726","0.006","N","SR 1727","NC 111","SR 1726","2.001","","106420385","2020-11-28","19","1","7","5",""
"0","SR 1726","0.000","","SR 1727","NC 111","SR 1726","2.007","","107435879","2023-08-24","30","1","7","1","C"
"11/25/2025","Page 78 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","SR 1726","0.000","","SR 1727","NC 111","SR 1726","2.007","","107152867","2022-11-18","30","1","7","2","B"
"0","SR 1726","0.000","","SR 1727","SR 1811","SR 1726","2.007","","107003701","2022-06-30","24","1","7","1","O"
"0","SR 1726","0.000","","SR 1727","NC 111","SR 1726","2.007","","106774574","2021-11-11","30","1","7","1","B"
"0","SR 1726","0.000","","SR 1727","","SR 1726","2.007","","106647188","2021-07-26","30","1","0","1","O"
"0","SR 1726","0.000","","SR 1727","NC 111","SR 1726","2.007","","106509409","2021-03-06","30","1","7","1","C"
"0","SR 1726","0.000","","SR 1727","NC 111","SR 1726","2.007","","106858404","2022-02-09","30","1","7","2","C"
"0","SR 1726","0.000","","SR 1727","SR 1728","SR 1726","2.007","","107335695","2023-05-06","30","1","7","5","O"
"0","SR 1726","0.000","N","SR 1727","SR 1724","SR 1726","2.007","","107625124","2023-12-30","30","1","8","1","C"
"0","SR 1726","0.000","","NC 111","SR 1727","SR 1726","3.230","Y","105825187","2019-04-04","21","1","8","1","O"
"0","SR 1726","0.005","E","NC 111","SR 1725","SR 1726","3.230","Y","106333583","2020-09-10","21","1","8","1","O"
"0","SR 1727","0.000","","SR 1730","NC 111","SR 1727","0.000","","107919877","2024-11-12","19","1","8","5","O"
"0","SR 1727","0.000","","SR 1730","DEAD END","SR 1727","0.000","","107197808","2022-12-29","19","1","8","5","O"
"0","SR 1727","0.000","","SR 1730","DEAD END","SR 1727","0.000","","106489095","2021-02-14","18","2","8","5","O"
"0","SR 1727","0.000","","SR 1730","DEAD END","SR 1727","0.000","","107824207","2024-08-11","19","2","8","5","C"
"0","SR 1727","0.000","","SR 1730","SR 1731","SR 1727","0.000","","104578706","2015-12-07","19","2","8","5","O"
"0","SR 1727","0.005","S","SR 1730","NC 111","SR 1727","0.000","","107843498","2024-09-07","19","1","8","5","C"
"0","SR 1727","0.008","E","SR 1730","DEAD END","SR 1727","0.000","","107809017","2024-08-05","19","1","8","1",""
"0","SR 1727","0.002","N","SR 1730","","SR 1727","0.002","","107239660","2023-02-05","19","2","0","5","C"
"0","SR 1727","1.800","S","SR 1728","SR 1730","SR 1727","0.019","","107752141","2024-06-09","19","1","8","1",""
"0","SR 1727","1.600","S","SR 1728","SR 1730","SR 1727","0.219","","107149093","2022-11-13","19","2","8","5","O"
"0","SR 1727","1.600","S","SR 1728","SR 1730","SR 1727","0.219","","107149366","2022-11-13","19","2","8","5",""
"0","SR 1727","0.300","N","SR 1730","SR 1725","SR 1727","0.300","","105609992","2018-09-13","19","2","0","1","B"
"0","SR 1727","0.100","SE","SR 2216","SR 1726","SR 1727","0.450","","106116495","2020-01-06","17","1","0","5","O"
"0","SR 1727","0.500","W","SR 1730","SR 1728","SR 1727","0.500","","107920907","2024-11-09","17","1","0","5","O"
"0","SR 1727","1.100","SE","SR 1728","SR 1730","SR 1727","0.719","","108012126","2025-01-30","17","1","0","5","O"
"0","SR 1727","1.600","E","SR 1726","NC 111","SR 1727","0.750","","106801019","2021-12-09","21","1","7","1","O"
"0","SR 1727","0.200","NW","SR 2216","SR 1728","SR 1727","0.750","","105885271","2019-05-24","19","1","0","5","K"
"0","SR 1727","0.800","N","SR 1730","SR 1728","SR 1727","0.800","","105299991","2017-11-22","19","1","0","1","B"
"0","SR 1727","1.000","E","SR 1728","SR 1730","SR 1727","0.819","","106404127","2020-11-12","17","2","0","5","O"
"0","SR 1727","0.900","E","SR 1728","SR 1726","SR 1727","0.919","","107011207","2022-07-08","17","2","0","5","O"
"0","SR 1727","0.800","SE","SR 1728","SR 1731","SR 1727","1.019","","104621620","2016-01-22","19","4","5","1","O"
"0","SR 1727","0.700","W","SR 2207","SR 1728","SR 1727","1.024","","107765059","2024-06-25","17","1","0","5","O"
"11/25/2025","Page 79 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","SR 1727","0.700","E","SR 1728","SR 1730","SR 1727","1.119","","107295792","2023-04-06","21","1","8","1","C"
"0","SR 1727","0.650","E","SR 1728","SR 1726","SR 1727","1.169","","107717715","2024-05-11","17","1","0","1","O"
"0","SR 1727","0.600","E","SR 1728","SR 1730","SR 1727","1.219","","106384528","2020-10-27","17","1","0","1","O"
"0","SR 1727","0.590","E","SR 1728","SR 1730","SR 1727","1.229","","108108634","2025-05-07","19","1","0","5",""
"0","SR 1727","0.500","E","SR 1728","SR 1726","SR 1727","1.319","","105342317","2018-01-03","19","1","0","1","B"
"0","SR 1727","0.500","E","SR 1728","SR 1730","SR 1727","1.319","","104699499","2016-04-02","5","2","0","1","C"
"0","SR 1727","0.400","E","SR 1728","SR 2216","SR 1727","1.419","","105708903","2018-12-09","17","1","0","5","O"
"0","SR 1727","0.300","E","SR 1728","SR 1730","SR 1727","1.519","","105736544","2019-01-05","14","1","0","5","K"
"0","SR 1727","0.200","E","SR 1728","SR 1730","SR 1727","1.619","","104993102","2017-01-30","17","1","0","5","O"
"0","SR 1727","0.200","E","SR 1728","SR 1730","SR 1727","1.619","","104671029","2016-03-07","21","1","5","1","O"
"0","SR 1727","0.200","E","SR 1728","SR 1730","SR 1727","1.619","","104793948","2016-07-14","17","1","0","1","O"
"0","SR 1727","0.120","E","SR 1728","SPRING FOREST","SR 1727","1.699","","107522787","2023-11-09","17","1","0","1","O"
"0","SR 1727","0.000","","SR 1728","NC 111","SR 1727","1.819","","108072682","2025-04-02","24","1","8","1","O"
"0","SR 1727","0.003","N","SR 1728","SR 1834","SR 1727","1.822","","106659526","2021-08-13","19","1","8","5","C"
"0","SR 1727","0.400","S","SR 1726","SR 1728","SR 1727","1.950","","107965914","2024-12-19","17","1","0","1","O"
"0","SR 1727","1.700","E","NC 111","SR 1731","SR 1727","2.019","","107174382","2022-12-07","19","2","8","5","O"
"0","SR 1727","0.200","W","SR 1728","SR 1726","SR 1727","2.019","","107160349","2022-11-13","17","1","0","5","O"
"0","SR 1727","0.300","SE","SR 1726","SR 1728","SR 1727","2.050","","107936567","2024-11-23","17","1","0","5","O"
"0","SR 1727","0.300","SE","SR 1726","SR 1834","SR 1727","2.050","","106781525","2021-11-24","23","1","0","5","O"
"0","SR 1727","2.100","W","SR 1730","SR 1726","SR 1727","2.100","","106794119","2021-12-07","29","1","0","1","O"
"0","SR 1727","0.200","E","SR 1726","SR 1834","SR 1727","2.150","","104926301","2016-11-24","17","1","","5","O"
"0","SR 1727","0.200","SE","SR 1726","SR 1728","SR 1727","2.150","","104613050","2016-01-07","17","1","0","5","O"
"0","SR 1727","0.400","W","SR 1728","SR 1726","SR 1727","2.219","","107152922","2022-11-18","17","1","0","1","O"
"0","SR 1727","0.100","E","SR 1726","SR 1730","SR 1727","2.250","","105806013","2019-03-18","17","1","0","3","O"
"0","SR 1727","0.028","E","SR 1726","SR 1728","SR 1727","2.322","","106767528","2021-11-15","17","1","0","1","O"
"0","SR 1727","0.019","E","SR 1726","SR 1728","SR 1727","2.331","","105679606","2018-11-15","17","2","12","1","O"
"0","SR 1727","0.017","S","SR 1726","SR 1728","SR 1727","2.333","","104829209","2016-08-23","19","1","7","5","O"
"0","SR 1727","0.000","","SR 1726","SR 1813","SR 1727","2.350","","108161005","2025-07-01","24","1","7","1","C"
"0","SR 1727","0.000","","SR 1726","NC 111","SR 1727","2.350","","105737231","2019-01-06","30","1","7","1","O"
"0","SR 1727","0.000","","SR 1726","NC 111","SR 1727","2.350","","105242689","2017-09-25","5","1","7","1","K"
"0","SR 1727","0.044","W","SR 1726","SR 1729","SR 1727","2.394","","107088913","2022-09-22","17","1","0","5","O"
"0","SR 1727","0.100","W","SR 1726","NC 111","SR 1727","2.450","","107905740","2024-10-31","29","1","0","1","B"
"11/25/2025","Page 80 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
